Manufacture,Rev,Buships,Manufacturer,Reel,Frame,DrawingTitle,SubId
FE 7-906 H,3,355539,General Electric,34900,D 54,ELECTRICAL PIN CLASS A CHART,153
NZ 9-169 O,7,242071,TPI Composites,36883,Z 60,AXIAL RATCHET BOX DRIVE,139
GL 15-759 I,1,190127,Intel Corp,34971,U 36,ELECTRICAL HOIST BOX ASSEMBLY,140
TR 8-914 Q,3,293376,Lockheed Martin,34952,V 58,AXIAL PIN BOX CHART,187
DT 8-541 G,6,388166,Lockheed Martin,37184,W 17,SAFETY ROLLER CLASS A CHART,154
YW 3-135 X,9,380736,Johnson & Johnson,32356,I 90,MAGNETIC HOOK FRAME ONE TON,190
IG 4-146 D,7,190203,Microsoft,32486,J 93,MAGNETIC SPACER CLASS B ASSEMBLY,184
BX 7-467 U,4,236532,Lockheed Martin,34628,R 19,ELECTRICAL HOIST CLASS A WHEEL,124
HE 9-562 W,6,102832,TPI Composites,37751,D 19,ELECTRICAL RATCHET CLASS B CHART,199
WM 2-488 K,1,382627,TPI Composites,32184,N 44,SAFETY ROLLER UNIT ASSEMBLY,147
OC 5-800 K,7,347845,Boeing,35289,L 28,AXIAL SPACER CLASS A ASSEMBLY,107
GW 13-347 Y,6,129122,GE Appliances,36510,E 87,SAFETY PIN CHAIN DRIVE,182
QZ 18-172 G,9,314171,Intel Corp,34857,M 1,ELECTRICAL RETAINER UNIT DRIVE,114
VB 3-412 F,2,108396,GlobalFoundries,33348,J 84,AXIAL HOOK CLASS B ASSEMBLY,139
HA 3-380 N,1,279800,Boeing,35705,Q 50,ELECTRICAL HOOK UNIT ASSEMBLY,128
VZ 5-329 L,1,206671,Lockheed Martin,35669,J 35,AXIAL RETAINER CLASS C TWO TON,142
CL 17-989 E,7,187091,Boeing,32697,W 97,ROTARY HOOK FRAME ONE TON,172
TS 19-708 X,8,207387,Microsoft,36807,E 77,AXIAL HOOK CLASS C TWO TON,161
XZ 15-566 T,8,214213,Johnson & Johnson,33265,B 65,SAFETY RATCHET CHAIN WHEEL,147
XO 1-644 P,2,233873,Boeing,34176,Y 95,MECHANICAL BRAKE BOX WHEEL,106
GH 1-236 F,10,378535,Johnson & Johnson,33591,J 96,MECHANICAL NUT CLASS C TWO TON,125
FO 4-726 D,5,394263,General Electric,34570,U 95,ROTARY NUT CLASS B WHEEL,185
TO 14-224 Y,7,370033,GE Appliances,36630,Q 3,MAGNETIC ROLLER DEVICE ASSEMBLY,158
XK 11-940 T,2,107497,Boeing,36122,H 75,AXIAL RATCHET CLASS A DRIVE,195
GS 12-578 A,2,192246,PepsiCo,37167,P 29,MECHANICAL ROLLER CLASS C CHART,152
BO 12-394 V,1,357054,GE Appliances,35400,Z 10,ROTARY HOIST CLASS A WHEEL,149
ME 8-164 K,3,361233,PepsiCo,34823,C 15,ELECTRICAL PIN CLASS A CHART,114
GP 1-560 A,7,126860,Boeing,32423,D 28,MECHANICAL PIN CHAIN DRIVE,165
OG 12-712 G,7,319212,Boeing,32428,X 49,ROTARY SPACER UNIT DRIVE,192
DE 18-626 Z,7,211059,GlobalFoundries,33460,J 46,ROTARY RETAINER BOX CHART,118
FQ 4-394 S,7,183416,GE Appliances,37928,F 83,MECHANICAL BEARING CLASS A ONE TON,180
KL 16-430 Y,4,338996,Johnson & Johnson,37029,C 70,MECHANICAL NUT UNIT ONE TON,127
WY 14-565 E,8,271197,PepsiCo,35109,D 1,ELECTRICAL BEARING CLASS B ASSEMBLY,181
PE 15-209 J,1,118274,PepsiCo,34174,K 64,MAGNETIC RATCHET CLASS A ONE TON,132
BS 8-840 L,5,187815,Boeing,37448,H 53,SAFETY RETAINER FRAME WHEEL,169
NB 8-247 Q,1,174665,GE Appliances,37777,L 95,SAFETY NUT CLASS B CHART,139
QS 5-930 D,10,237658,Johnson & Johnson,32956,Y 39,ROTARY HOOK CLASS B TWO TON,103
JD 8-347 Z,8,238350,GE Appliances,37730,R 41,SAFETY ROLLER CLASS B DRIVE,177
PB 5-208 N,5,303651,PepsiCo,37951,C 33,MECHANICAL BEARING CLASS B CHART,193
WV 18-224 D,9,141221,General Electric,36394,W 11,TURBO SPACER CLASS A ASSEMBLY,159
VI 17-286 F,3,147966,Boeing,36706,R 55,SAFETY BEARING CLASS C TWO TON,112
XB 5-645 J,2,231084,Johnson & Johnson,36743,H 21,MECHANICAL BRAKE UNIT ONE TON,181
CI 15-219 H,6,204937,Boeing,34417,L 57,MAGNETIC RETAINER FRAME DRIVE,100
CL 9-679 W,2,300943,Intel Corp,34693,M 35,AXIAL RATCHET CLASS B TWO TON,113
AX 19-787 U,4,278633,TPI Composites,36622,W 18,TURBO HOIST CLASS A WHEEL,133
WB 1-194 B,10,306865,Microsoft,34292,G 85,TURBO PIN BOX ASSEMBLY,146
ZR 12-143 I,4,310074,TPI Composites,36995,L 32,MAGNETIC RATCHET FRAME TWO TON,130
ZV 7-539 U,9,101362,Intel Corp,33814,N 85,MAGNETIC RETAINER UNIT WHEEL,117
QR 2-186 Q,7,205220,General Electric,35407,M 10,MECHANICAL HOIST CHAIN CHART,184
UI 3-176 W,1,278970,TPI Composites,37681,H 59,MAGNETIC BEARING BOX CHART,176
ON 6-224 C,7,246859,GE Appliances,33380,T 60,TURBO RETAINER CLASS C TWO TON,108
BB 10-519 O,8,151420,Microsoft,32358,H 34,MECHANICAL RETAINER CHAIN ONE TON,108
HF 19-868 B,1,169718,General Electric,32459,T 75,MAGNETIC HOOK CLASS A ASSEMBLY,110
ON 13-325 S,5,268965,General Electric,32696,Q 42,AXIAL NUT CLASS C CHART,117
OP 7-812 P,10,326550,Lockheed Martin,32533,R 92,TURBO NUT CLASS C WHEEL,124
VP 5-718 G,6,375970,Johnson & Johnson,34923,T 46,MECHANICAL RETAINER CLASS B WHEEL,178
PZ 9-678 G,7,214989,PepsiCo,35419,I 91,MAGNETIC HOIST BOX TWO TON,163
OY 5-145 Z,10,378521,Johnson & Johnson,37883,O 36,TURBO ROLLER BOX TWO TON,112
TD 14-450 N,3,257245,Johnson & Johnson,37357,E 73,MAGNETIC RETAINER CLASS B TWO TON,111
LI 15-454 U,5,152254,TPI Composites,33758,Q 50,MAGNETIC BRAKE CLASS B TWO TON,114
GD 15-388 J,4,355849,PepsiCo,34661,B 76,SAFETY RATCHET CHAIN ASSEMBLY,133
DS 19-506 A,10,373244,General Electric,32314,E 25,SAFETY BRAKE UNIT TWO TON,193
MG 4-322 F,8,208594,GlobalFoundries,35853,E 54,MAGNETIC RATCHET DEVICE ONE TON,190
XF 15-281 F,8,148652,Lockheed Martin,33454,U 82,MAGNETIC HOIST CLASS B CHART,127
DE 3-911 R,2,164881,PepsiCo,35149,D 84,TURBO HOOK FRAME CHART,192
SB 19-266 Q,8,265249,General Electric,32362,U 50,ELECTRICAL BRAKE UNIT WHEEL,138
LL 12-650 Q,3,176381,TPI Composites,37288,Q 87,TURBO BEARING BOX CHART,100
PE 13-306 V,1,173007,Microsoft,37617,K 91,TURBO HOOK BOX DRIVE,171
LM 11-446 E,8,128795,Boeing,36353,W 85,MECHANICAL HOIST BOX CHART,147
OG 11-326 O,9,284238,Boeing,37868,Q 37,ELECTRICAL HOOK CLASS C WHEEL,135
QC 5-468 N,3,355347,Johnson & Johnson,37537,Z 54,ROTARY NUT FRAME WHEEL,143
JK 19-917 E,8,348269,Intel Corp,36916,U 56,MAGNETIC PIN CLASS A ASSEMBLY,111
UO 7-537 A,1,389642,Intel Corp,36635,C 36,MAGNETIC RETAINER UNIT DRIVE,168
QQ 14-335 A,5,228208,PepsiCo,36097,J 17,TURBO BEARING CLASS A ONE TON,176
TE 16-629 D,6,267164,General Electric,36314,E 61,AXIAL PIN CLASS B CHART,136
NN 4-301 G,9,247032,PepsiCo,37131,N 38,MAGNETIC RATCHET CLASS B WHEEL,167
MJ 4-587 B,5,107960,GlobalFoundries,32044,Z 98,MECHANICAL NUT FRAME CHART,182
HS 15-565 S,4,225091,GlobalFoundries,32524,Z 73,MAGNETIC BEARING DEVICE TWO TON,171
PF 10-569 M,5,330291,GE Appliances,33098,F 76,SAFETY HOIST CLASS B DRIVE,192
QL 11-936 R,6,390484,PepsiCo,33723,L 72,TURBO RETAINER FRAME TWO TON,130
XI 12-839 N,9,248078,TPI Composites,34044,B 65,TURBO HOIST DEVICE CHART,169
HC 9-794 L,3,277859,Intel Corp,33628,Y 36,MECHANICAL BRAKE CLASS C ONE TON,190
HU 6-760 J,6,238462,Boeing,36622,N 53,ELECTRICAL RATCHET CHAIN WHEEL,161
MU 4-505 P,6,365298,Lockheed Martin,37252,W 72,ROTARY HOOK CLASS C WHEEL,165
FU 15-311 J,3,180579,Johnson & Johnson,34639,F 59,ELECTRICAL RETAINER CLASS B CHART,118
KC 5-496 G,8,318754,GlobalFoundries,33534,F 41,ROTARY SPACER DEVICE WHEEL,192
KZ 15-199 J,2,282486,GE Appliances,34809,N 62,MAGNETIC RATCHET CLASS C TWO TON,146
DO 8-371 X,9,297015,Microsoft,34712,B 97,ROTARY SPACER CLASS C CHART,127
YC 1-798 S,9,285201,PepsiCo,35320,H 7,AXIAL RETAINER FRAME ONE TON,137
VW 9-942 F,7,341969,Boeing,36942,M 95,MAGNETIC HOIST CLASS A TWO TON,194
PB 19-396 N,6,226764,Intel Corp,36810,A 70,MAGNETIC RATCHET CLASS B TWO TON,186
CJ 14-195 X,1,244121,General Electric,34180,U 63,AXIAL RETAINER CLASS B CHART,162
WA 14-460 N,2,346006,General Electric,36019,W 62,MECHANICAL HOIST BOX ASSEMBLY,167
MH 19-663 C,3,277785,Johnson & Johnson,34416,M 21,AXIAL ROLLER UNIT TWO TON,155
MT 16-440 D,9,322816,Johnson & Johnson,34554,J 53,ROTARY NUT FRAME ONE TON,108
AI 7-961 G,7,340529,Lockheed Martin,32493,C 90,MAGNETIC ROLLER CLASS C ASSEMBLY,161
OU 13-599 I,5,123685,Lockheed Martin,37017,F 30,ROTARY BRAKE CLASS C WHEEL,149
FD 19-636 J,8,201874,Intel Corp,36362,E 72,ROTARY RETAINER CLASS B ASSEMBLY,146
RI 7-321 E,7,154342,PepsiCo,36247,E 64,TURBO RETAINER FRAME TWO TON,114
OL 1-981 B,3,154371,GE Appliances,32972,J 36,AXIAL RATCHET DEVICE ONE TON,173
GZ 12-173 D,2,362160,PepsiCo,33283,J 83,MAGNETIC HOOK DEVICE ASSEMBLY,161
PX 18-423 Z,5,211326,Intel Corp,35184,G 15,MECHANICAL NUT UNIT CHART,153
KV 1-235 Q,4,118422,Johnson & Johnson,36925,C 84,AXIAL ROLLER CLASS A CHART,104
TC 10-282 I,10,395461,TPI Composites,33984,I 87,ROTARY NUT BOX WHEEL,187
QX 18-798 H,4,251597,GE Appliances,37201,O 95,ROTARY SPACER DEVICE WHEEL,140
PB 19-383 Q,3,289382,GlobalFoundries,37327,Z 70,SAFETY HOIST UNIT WHEEL,159
UD 13-976 A,9,130450,GE Appliances,37843,X 97,MECHANICAL ROLLER DEVICE ASSEMBLY,119
YT 3-646 Y,10,251836,Lockheed Martin,37767,U 85,ELECTRICAL BEARING BOX ONE TON,142
KE 15-539 A,7,397269,Microsoft,37224,H 39,TURBO PIN CLASS A ASSEMBLY,192
BQ 5-702 S,6,240212,GlobalFoundries,37398,D 79,MAGNETIC PIN UNIT TWO TON,172
NM 14-514 C,1,327137,Lockheed Martin,35516,H 58,AXIAL RATCHET DEVICE TWO TON,124
PY 8-895 I,3,348185,Lockheed Martin,37011,L 75,MAGNETIC PIN CLASS B CHART,154
LF 12-180 H,4,340804,Microsoft,32837,U 79,MECHANICAL NUT CHAIN TWO TON,192
LA 13-973 E,8,285407,Intel Corp,37057,L 89,AXIAL BRAKE DEVICE WHEEL,157
TG 15-475 Y,6,226461,GE Appliances,34584,F 61,ELECTRICAL SPACER CLASS A DRIVE,165
AU 14-753 W,5,100554,GlobalFoundries,37930,D 91,ROTARY BRAKE CLASS A TWO TON,189
XM 17-993 V,4,129846,GE Appliances,35099,T 73,MAGNETIC NUT CLASS A WHEEL,199
PM 19-500 Z,1,282440,TPI Composites,34781,V 57,MAGNETIC ROLLER CLASS A ONE TON,140
ZR 6-613 T,8,254891,Intel Corp,32251,H 33,MECHANICAL BEARING CLASS A ASSEMBLY,123
FL 9-257 S,7,285731,General Electric,35453,Y 58,MAGNETIC HOOK UNIT CHART,131
MN 11-752 E,1,342191,Lockheed Martin,37713,Y 34,TURBO SPACER CLASS B CHART,103
GN 14-587 E,3,368087,Lockheed Martin,36494,G 12,TURBO HOIST CHAIN ONE TON,120
KO 15-665 Z,8,156951,Lockheed Martin,36650,R 81,ROTARY HOOK UNIT TWO TON,154
GJ 8-442 L,3,156523,Boeing,35951,F 46,ROTARY PIN CHAIN CHART,106
OA 8-698 T,10,337747,Intel Corp,37790,P 84,MECHANICAL RETAINER BOX TWO TON,141
NF 17-615 Z,5,331433,GE Appliances,34596,O 24,ROTARY HOIST BOX ONE TON,142
JW 17-863 Y,10,377920,GlobalFoundries,37482,G 58,TURBO SPACER CHAIN ONE TON,144
AI 11-292 V,8,368207,TPI Composites,33510,Z 45,ROTARY HOOK DEVICE CHART,161
OC 17-192 V,3,204358,Boeing,35497,Z 59,ELECTRICAL RATCHET BOX ONE TON,191
CI 2-803 Y,3,283834,Johnson & Johnson,34291,F 84,ELECTRICAL NUT FRAME DRIVE,174
MB 15-491 B,4,260247,Lockheed Martin,32968,X 52,ELECTRICAL PIN UNIT ASSEMBLY,165
MS 1-642 G,7,221274,PepsiCo,37654,K 11,ELECTRICAL ROLLER BOX CHART,121
UG 7-703 W,10,194091,Lockheed Martin,37371,G 33,MAGNETIC RETAINER FRAME CHART,131
VO 1-911 D,10,246475,Intel Corp,34118,G 32,ROTARY ROLLER CLASS B ONE TON,172
BH 8-416 F,1,353676,GE Appliances,35255,O 91,MAGNETIC BEARING DEVICE ONE TON,153
AH 10-936 Z,6,321879,PepsiCo,36615,Z 29,AXIAL NUT CLASS A ASSEMBLY,191
JP 8-333 U,1,160571,Boeing,34853,P 24,MAGNETIC ROLLER UNIT ASSEMBLY,186
RI 16-687 B,5,304723,Johnson & Johnson,36123,J 83,ELECTRICAL NUT CLASS C ASSEMBLY,159
VP 14-927 U,5,277832,Intel Corp,33429,S 15,MAGNETIC PIN FRAME ONE TON,175
FS 5-831 Q,3,182825,General Electric,36760,J 22,ELECTRICAL SPACER CHAIN ASSEMBLY,163
YF 9-779 I,8,180349,TPI Composites,37165,K 58,MECHANICAL ROLLER BOX ASSEMBLY,102
GA 13-747 Q,4,393355,Microsoft,32286,X 85,ROTARY PIN CLASS B CHART,175
IV 13-557 N,6,345948,Intel Corp,36503,Y 85,MAGNETIC HOIST CLASS A ASSEMBLY,111
NF 2-253 H,2,392191,PepsiCo,32668,Z 84,ELECTRICAL HOIST DEVICE DRIVE,131
NP 8-286 J,9,260308,Johnson & Johnson,36752,L 72,ELECTRICAL HOOK UNIT TWO TON,196
DP 1-969 S,4,219811,TPI Composites,34176,D 65,MECHANICAL ROLLER CLASS C TWO TON,176
JV 15-258 A,6,301730,GlobalFoundries,37263,G 17,MECHANICAL ROLLER DEVICE ONE TON,199
WB 12-492 U,5,288879,Intel Corp,34015,D 16,AXIAL RETAINER DEVICE DRIVE,119
SS 12-252 W,10,258626,General Electric,34501,X 96,MAGNETIC BEARING DEVICE DRIVE,123
CT 4-911 C,7,202284,General Electric,35102,X 27,ELECTRICAL BRAKE UNIT ONE TON,105
EC 12-665 L,7,389834,Boeing,32448,C 76,SAFETY BRAKE FRAME ONE TON,116
AG 3-595 R,8,303970,Johnson & Johnson,34724,Y 82,ROTARY PIN DEVICE WHEEL,176
GR 1-368 U,8,292790,GE Appliances,32412,D 35,ELECTRICAL HOOK DEVICE TWO TON,140
EX 7-500 M,3,131926,GE Appliances,32938,H 86,SAFETY SPACER DEVICE ONE TON,104
MZ 15-162 G,4,124806,Intel Corp,35912,S 63,MECHANICAL NUT CLASS C WHEEL,171
GO 5-189 R,5,357090,Intel Corp,33185,Y 33,ROTARY RATCHET CLASS A ONE TON,130
SU 18-148 H,5,194119,Microsoft,36429,G 17,TURBO HOIST CLASS A ASSEMBLY,178
DD 4-203 L,8,130840,Microsoft,34717,A 6,MECHANICAL RATCHET CLASS B CHART,199
CG 17-759 O,5,289778,Johnson & Johnson,35067,E 70,TURBO HOIST BOX ONE TON,135
QX 19-132 C,6,349750,Lockheed Martin,36274,T 48,MECHANICAL RATCHET CLASS A ONE TON,186
KT 4-383 J,1,247849,Boeing,34736,E 85,MAGNETIC RATCHET CLASS A ONE TON,133
NK 14-262 E,6,174545,Johnson & Johnson,32054,V 90,TURBO BRAKE BOX CHART,189
UO 10-782 O,1,283593,Boeing,32116,R 38,TURBO RATCHET FRAME CHART,127
ME 17-128 F,3,219137,General Electric,36344,M 30,MAGNETIC ROLLER FRAME TWO TON,198
ZN 2-878 Z,4,117028,GlobalFoundries,37609,M 49,MECHANICAL RETAINER CLASS B WHEEL,125
SE 18-227 P,10,109636,General Electric,33354,P 64,AXIAL PIN CLASS A TWO TON,180
DW 3-271 V,10,221648,Boeing,35648,T 43,TURBO NUT CHAIN ASSEMBLY,122
JM 12-683 O,10,178309,Microsoft,32438,S 29,ELECTRICAL RATCHET UNIT CHART,117
XJ 5-287 B,6,188445,GE Appliances,35570,S 93,ROTARY BRAKE BOX WHEEL,153
DI 17-575 T,8,396191,Johnson & Johnson,37284,H 52,SAFETY RATCHET CLASS A TWO TON,104
QP 10-664 P,4,300495,Intel Corp,36028,S 44,ELECTRICAL HOIST CHAIN TWO TON,156
FW 9-783 C,2,251571,Boeing,33076,P 46,SAFETY PIN CLASS A WHEEL,167
BT 14-978 U,7,193704,GlobalFoundries,37231,Y 20,AXIAL PIN UNIT TWO TON,188
GH 3-993 D,9,259779,Intel Corp,32488,P 62,ELECTRICAL NUT DEVICE DRIVE,105
MI 12-281 L,6,195349,Lockheed Martin,35201,L 17,MECHANICAL BEARING FRAME WHEEL,139
FT 4-754 H,1,371353,General Electric,36572,O 35,ROTARY BRAKE CLASS B ONE TON,117
SD 9-326 X,6,196358,General Electric,34889,K 87,MAGNETIC BRAKE CHAIN WHEEL,101
OX 13-554 A,7,300120,Johnson & Johnson,32342,Q 79,MAGNETIC BRAKE UNIT WHEEL,115
HT 14-974 F,10,324211,TPI Composites,36403,T 58,ELECTRICAL BEARING UNIT ASSEMBLY,188
QW 4-376 U,7,250976,PepsiCo,32248,P 55,AXIAL BEARING CHAIN DRIVE,159
KC 14-987 Q,2,102813,GE Appliances,34373,V 8,AXIAL PIN UNIT WHEEL,163
OT 3-733 I,2,268503,GlobalFoundries,32672,U 11,ELECTRICAL RATCHET DEVICE TWO TON,169
AO 13-506 E,5,304303,Intel Corp,33380,C 55,ELECTRICAL BEARING DEVICE CHART,166
RX 5-392 G,7,319729,Lockheed Martin,33861,I 58,MAGNETIC BEARING BOX DRIVE,187
FR 6-177 J,3,332992,GlobalFoundries,35007,V 76,ROTARY BRAKE BOX ASSEMBLY,132
SS 13-261 E,8,386725,General Electric,33114,M 95,TURBO RETAINER FRAME CHART,138
GV 17-714 G,4,342180,TPI Composites,37107,D 98,AXIAL PIN CLASS B WHEEL,146
DR 10-326 V,3,354574,TPI Composites,36916,R 69,MECHANICAL BEARING BOX CHART,191
JH 16-725 P,1,398478,Lockheed Martin,32379,P 29,MAGNETIC PIN CLASS B ONE TON,173
BB 18-920 U,9,120425,Boeing,36944,W 22,ELECTRICAL NUT CLASS A ONE TON,141
BC 3-479 O,8,142134,Lockheed Martin,35755,T 24,MAGNETIC ROLLER UNIT ASSEMBLY,185
AF 7-762 Y,10,383549,Johnson & Johnson,36095,I 94,AXIAL SPACER CHAIN ASSEMBLY,122
EX 18-678 C,5,191852,Lockheed Martin,32399,E 11,ROTARY SPACER FRAME ASSEMBLY,110
UB 14-516 J,8,123466,TPI Composites,32204,N 85,TURBO SPACER UNIT TWO TON,126
XM 17-966 Q,8,196941,GE Appliances,34543,Y 85,SAFETY BRAKE CLASS A TWO TON,124
OL 3-391 A,2,275221,Microsoft,32153,I 57,TURBO PIN CLASS C CHART,107
HW 5-173 A,6,174356,TPI Composites,32270,Q 48,AXIAL PIN CHAIN ASSEMBLY,129
OB 4-754 V,2,288091,PepsiCo,33285,K 12,TURBO RETAINER CLASS A ONE TON,100
EI 13-392 M,9,251243,Intel Corp,37773,G 44,MAGNETIC RATCHET BOX DRIVE,158
HI 10-554 C,1,164067,Boeing,35936,W 20,MECHANICAL BRAKE DEVICE DRIVE,166
LX 6-929 Q,3,314914,Johnson & Johnson,37260,V 30,SAFETY BEARING UNIT CHART,117
XG 4-958 I,8,110325,General Electric,37497,Z 64,MECHANICAL RATCHET CLASS A DRIVE,112
AL 8-789 W,9,389595,GE Appliances,36041,T 43,MAGNETIC HOOK CLASS B DRIVE,122
QT 13-624 F,7,325476,Lockheed Martin,37676,P 82,SAFETY ROLLER BOX DRIVE,166
FG 2-658 F,8,263336,GlobalFoundries,34547,S 40,MECHANICAL ROLLER CLASS C ONE TON,141
BW 1-366 U,6,192866,Microsoft,34909,O 47,SAFETY BRAKE FRAME ONE TON,124
DZ 14-291 Q,9,324988,General Electric,32991,M 15,SAFETY SPACER CHAIN ASSEMBLY,189
ZM 1-525 H,8,251097,GE Appliances,36265,P 24,ROTARY BEARING CLASS C ONE TON,154
QP 7-910 P,6,256162,Johnson & Johnson,33669,R 31,SAFETY SPACER CHAIN WHEEL,138
YL 18-360 P,1,394480,General Electric,35907,D 33,TURBO BEARING CLASS C DRIVE,169
MK 18-935 O,7,269703,Intel Corp,33830,A 61,TURBO SPACER DEVICE TWO TON,110
HT 8-959 D,8,351856,Boeing,34057,M 91,ELECTRICAL PIN CLASS A TWO TON,128
IP 18-213 R,3,340501,Lockheed Martin,32358,C 43,AXIAL HOOK CHAIN DRIVE,111
BK 19-981 E,1,360578,Boeing,32844,H 7,AXIAL BRAKE BOX DRIVE,152
YM 14-546 B,8,101459,TPI Composites,32460,D 12,ROTARY RATCHET CLASS C WHEEL,116
PW 7-850 H,3,278589,PepsiCo,32856,J 83,TURBO HOOK CHAIN WHEEL,149
LK 14-901 E,4,195868,Microsoft,36092,L 56,MAGNETIC RETAINER CLASS A TWO TON,150
AT 16-759 R,1,224803,TPI Composites,37099,E 81,ROTARY ROLLER CHAIN DRIVE,185
SB 10-575 L,2,176560,GE Appliances,32143,P 42,AXIAL NUT CHAIN ASSEMBLY,192
KH 8-490 X,5,156927,Intel Corp,37133,W 13,AXIAL HOOK CHAIN ASSEMBLY,115
YV 8-122 K,7,317903,Microsoft,33685,L 45,SAFETY RATCHET UNIT DRIVE,182
IE 10-338 H,6,217941,TPI Composites,35842,E 27,MAGNETIC NUT CLASS C DRIVE,193
RO 9-259 L,2,351411,TPI Composites,35093,S 88,TURBO NUT CLASS C ONE TON,103
JL 10-484 G,9,395465,Johnson & Johnson,32237,Y 51,ELECTRICAL SPACER DEVICE TWO TON,123
AJ 16-159 F,5,138580,GlobalFoundries,36122,P 32,MAGNETIC ROLLER CLASS B ONE TON,171
VZ 6-444 I,7,258510,Microsoft,36326,R 95,TURBO ROLLER FRAME WHEEL,189
PC 16-209 N,1,330496,Microsoft,33301,B 17,MECHANICAL ROLLER UNIT WHEEL,150
DI 13-527 U,2,372242,Boeing,34402,J 94,SAFETY RETAINER CLASS B ONE TON,177
MT 19-873 N,4,110152,Boeing,37985,U 3,ELECTRICAL HOOK CLASS A ONE TON,159
VG 8-629 S,8,242287,PepsiCo,35530,T 73,TURBO ROLLER CLASS B WHEEL,134
HC 14-756 W,6,261031,Lockheed Martin,37067,L 88,TURBO RETAINER CLASS C TWO TON,187
HX 12-366 S,3,226391,Lockheed Martin,37721,Y 87,TURBO ROLLER CLASS A DRIVE,105
GD 8-197 W,6,307636,Intel Corp,33938,V 24,ROTARY BEARING DEVICE WHEEL,100
IB 6-998 J,4,154160,GE Appliances,34848,Y 31,ROTARY RATCHET CLASS B DRIVE,119
VG 1-910 S,10,137653,Boeing,32564,C 38,AXIAL HOOK CLASS B CHART,182
IG 13-394 N,10,275046,Boeing,35857,T 36,MECHANICAL RETAINER UNIT ASSEMBLY,186
ET 15-367 T,6,315062,TPI Composites,34464,Q 49,AXIAL BRAKE FRAME TWO TON,188
HN 15-279 P,6,104744,Microsoft,37940,W 37,SAFETY HOIST DEVICE DRIVE,116
WK 9-154 J,3,224020,Lockheed Martin,36766,K 33,MAGNETIC NUT CLASS B DRIVE,132
WD 10-345 V,4,343073,PepsiCo,33330,A 48,MECHANICAL SPACER CHAIN DRIVE,150
SO 11-230 M,9,265388,PepsiCo,34732,O 26,SAFETY BEARING BOX DRIVE,172
JA 11-576 F,8,262914,GlobalFoundries,36409,P 2,MAGNETIC HOIST DEVICE WHEEL,164
UY 3-992 W,5,338811,Boeing,35184,F 83,ROTARY HOOK CHAIN WHEEL,173
XD 4-915 H,5,264429,GE Appliances,32031,D 84,MAGNETIC SPACER CLASS C TWO TON,140
CS 9-307 F,9,242828,General Electric,34393,T 58,MECHANICAL HOOK UNIT WHEEL,132
GK 16-589 G,3,102820,General Electric,36145,T 30,ROTARY HOIST BOX TWO TON,196
HM 19-156 X,2,361020,TPI Composites,34413,J 18,SAFETY BRAKE BOX CHART,150
RH 15-953 D,8,205444,Microsoft,33526,R 72,MAGNETIC SPACER FRAME ASSEMBLY,159
AV 18-474 H,9,344988,Microsoft,36038,A 61,MAGNETIC RATCHET UNIT TWO TON,136
FZ 10-801 P,1,376222,PepsiCo,34080,Y 18,SAFETY SPACER CLASS C DRIVE,150
ZL 8-811 J,7,190610,Microsoft,34881,I 77,ELECTRICAL BEARING UNIT ASSEMBLY,176
GR 17-849 S,2,351866,Intel Corp,36189,D 64,ROTARY NUT UNIT CHART,161
SM 3-554 K,10,139130,Microsoft,33880,L 2,TURBO PIN CLASS A TWO TON,114
XR 7-468 E,2,345268,PepsiCo,32326,B 8,ELECTRICAL PIN UNIT CHART,135
OW 12-282 D,4,175851,Johnson & Johnson,32030,S 44,SAFETY RATCHET CLASS C ASSEMBLY,183
TT 11-218 S,8,367455,TPI Composites,33027,Y 26,TURBO NUT UNIT WHEEL,110
ZB 14-621 A,5,202376,Johnson & Johnson,36966,G 59,MECHANICAL ROLLER CLASS B ONE TON,185
GV 14-157 Y,10,227540,General Electric,36127,S 24,SAFETY NUT CHAIN DRIVE,166
MK 14-473 F,3,206885,Intel Corp,36159,P 44,ROTARY ROLLER UNIT WHEEL,109
KE 1-909 T,9,257657,TPI Composites,32125,G 93,MAGNETIC ROLLER CLASS B TWO TON,121
YU 5-488 C,9,219038,GlobalFoundries,36411,A 26,MECHANICAL RATCHET BOX TWO TON,101
AD 12-627 I,3,252153,General Electric,36716,G 48,ELECTRICAL SPACER DEVICE DRIVE,124
YN 7-409 I,4,384521,GE Appliances,36980,U 84,SAFETY BEARING BOX WHEEL,145
YM 5-318 E,6,238492,Lockheed Martin,34869,V 28,ELECTRICAL HOOK BOX WHEEL,145
GM 14-161 K,6,280808,GE Appliances,37960,M 4,TURBO RATCHET DEVICE CHART,133
NW 9-664 J,7,256581,TPI Composites,36091,C 61,TURBO ROLLER UNIT TWO TON,108
EJ 17-190 G,3,122915,Intel Corp,32563,T 82,ROTARY ROLLER UNIT DRIVE,139
PV 19-603 Z,2,115616,Boeing,36901,M 85,ELECTRICAL ROLLER CLASS A ONE TON,185
SC 1-247 I,1,374708,Intel Corp,34335,V 34,AXIAL RETAINER BOX CHART,186
VY 6-472 K,1,226552,Boeing,35177,N 73,MECHANICAL RATCHET FRAME ONE TON,125
FG 17-314 B,7,225701,Intel Corp,32673,X 53,TURBO NUT CLASS B DRIVE,178
WA 19-529 F,2,145861,Microsoft,33151,S 97,AXIAL RATCHET CLASS A ASSEMBLY,113
